nome,sobrenome,cpf,data,numero_voo,assento,classe,valor,origem,destino
Mateus,Martins,659.451.866-34,12/12/2024,V001,G10,econômica,3341.23,CGH,RAO
Mateus,Freitas,141.158.323-43,12/12/2024,V001,G14,econômica,3341.23,CGH,RAO
Mateus,Almeida,845.532.148-94,12/12/2024,V001,G18,econômica,3341.23,CGH,RAO
Mateus,Dias,698.767.266-21,12/12/2024,V001,G18,econômica,3341.23,CGH,RAO
Mateus,Pereira,424.984.904-31,12/12/2024,V001,G20,econômica,3341.23,CGH,RAO
Mateus,Martins,449.796.497-41,12/12/2024,V001,G18,econômica,3341.23,CGH,RAO
Mateus,Almeida,522.274.171-51,12/12/2024,V001,G15,econômica,3341.23,CGH,RAO
Mateus,Silva,517.643.739-32,12/12/2024,V001,G12,econômica,3341.23,CGH,RAO
Mateus,Costa,992.661.244-12,12/12/2024,V001,G10,executiva,8542.12,CGH,RAO
Mateus,Rodrigues,391.910.872-34,12/12/2024,V001,G18,executiva,8542.12,CGH,RAO
Mateus,Gomes,985.623.393-25,12/12/2024,V001,G19,executiva,8542.12,CGH,RAO
Mateus,Almeida,706.326.586-91,12/12/2024,V001,G12,executiva,8542.12,CGH,RAO
Paula,Araujo,274.420.972-13,12/12/2024,V001,G10,econômica,3341.23,CGH,RAO
Paula,Araujo,700.898.847-48,12/12/2024,V001,G14,econômica,3341.23,CGH,RAO
Paula,Rodrigues,608.417.528-85,12/12/2024,V001,G19,econômica,3341.23,CGH,RAO
Paula,Rocha,343.794.494-69,12/12/2024,V001,G14,econômica,3341.23,CGH,RAO
Paula,Costa,782.336.979-12,12/12/2024,V001,G19,econômica,3341.23,CGH,RAO
Paula,Rocha,527.299.623-43,12/12/2024,V001,G13,econômica,3341.23,CGH,RAO
Paula,Oliveira,828.686.103-94,12/12/2024,V001,G15,econômica,3341.23,CGH,RAO
Paula,Lima,279.762.338-58,12/12/2024,V001,G11,executiva,8542.12,CGH,RAO
Paula,Santos,103.853.287-96,12/12/2024,V001,G17,executiva,8542.12,CGH,RAO
Paula,Freitas,633.788.601-95,12/12/2024,V001,G18,executiva,8542.12,CGH,RAO
Paula,Costa,294.957.390-55,12/12/2024,V001,G19,executiva,8542.12,CGH,RAO
Paula,Freitas,226.421.748-58,12/12/2024,V001,G13,executiva,8542.12,CGH,RAO
Paula,Rodrigues,502.275.549-60,12/12/2024,V001,G17,executiva,8542.12,CGH,RAO
Paula,Lima,757.574.756-61,12/12/2024,V001,G13,executiva,8542.12,CGH,RAO
Paula,Araujo,794.585.922-99,12/12/2024,V001,G16,executiva,8542.12,CGH,RAO
Rafael,Melo,571.291.737-21,12/12/2024,V001,G11,econômica,3341.23,CGH,RAO
Rafael,Santos,246.425.685-32,12/12/2024,V001,G16,econômica,3341.23,CGH,RAO
Rafael,Carvalho,418.176.730-29,12/12/2024,V001,G16,econômica,3341.23,CGH,RAO
Rafael,Oliveira,824.356.109-47,12/12/2024,V001,G11,econômica,3341.23,CGH,RAO
Rafael,Barbosa,771.443.935-49,12/12/2024,V001,G14,econômica,3341.23,CGH,RAO
Rafael,Rocha,618.419.846-38,12/12/2024,V001,G16,econômica,3341.23,CGH,RAO
Rafael,Santos,670.860.436-69,12/12/2024,V001,G11,econômica,3341.23,CGH,RAO
Rafael,Gomes,233.665.992-74,12/12/2024,V001,G12,executiva,8542.12,CGH,RAO
Rafael,Silva,148.655.400-56,12/12/2024,V001,G18,executiva,8542.12,CGH,RAO
Rafael,Pereira,583.471.658-88,12/12/2024,V001,G19,executiva,8542.12,CGH,RAO
Rafael,Santos,286.342.351-80,12/12/2024,V001,G20,executiva,8542.12,CGH,RAO
Rafael,Rocha,271.529.177-82,12/12/2024,V001,G13,executiva,8542.12,CGH,RAO
Rafael,Melo,598.201.526-67,12/12/2024,V001,G16,executiva,8542.12,CGH,RAO
Rafael,Almeida,804.494.797-21,12/12/2024,V001,G10,executiva,8542.12,CGH,RAO
Rafael,Freitas,477.193.837-88,12/12/2024,V001,G15,executiva,8542.12,CGH,RAO
Rafael,Rodrigues,463.797.436-37,12/12/2024,V001,G16,executiva,8542.12,CGH,RAO
Rafael,Rocha,795.159.695-90,12/12/2024,V001,G10,executiva,8542.12,CGH,RAO
Rafael,Melo,754.401.410-53,12/12/2024,V001,G18,executiva,8542.12,CGH,RAO
Thiago,Melo,800.840.862-76,12/12/2024,V001,G10,econômica,3341.23,CGH,RAO
Thiago,Rocha,180.943.507-80,12/12/2024,V001,G14,econômica,3341.23,CGH,RAO
Thiago,Ribeiro,237.155.360-77,12/12/2024,V001,G12,econômica,3341.23,CGH,RAO
Thiago,Pereira,796.581.885-29,12/12/2024,V001,G11,econômica,3341.23,CGH,RAO
Thiago,Costa,648.662.679-32,12/12/2024,V001,G14,econômica,3341.23,CGH,RAO
Thiago,Santos,229.618.626-37,12/12/2024,V001,G13,econômica,3341.23,CGH,RAO
Thiago,Oliveira,988.544.223-82,12/12/2024,V001,G20,econômica,3341.23,CGH,RAO
Thiago,Santos,927.553.868-80,12/12/2024,V001,G18,econômica,3341.23,CGH,RAO
Thiago,Melo,539.637.382-68,12/12/2024,V001,G12,executiva,8542.12,CGH,RAO
Thiago,Oliveira,574.430.571-14,12/12/2024,V001,G20,executiva,8542.12,CGH,RAO
Thiago,Araujo,998.579.438-81,12/12/2024,V001,G19,executiva,8542.12,CGH,RAO
Thiago,Rocha,863.765.938-82,12/12/2024,V001,G15,executiva,8542.12,CGH,RAO
Thiago,Fernandes,857.410.547-56,12/12/2024,V001,G10,executiva,8542.12,CGH,RAO
